title,score,search term,categories,abstract
Surface Treatment,76.01558,abrasion resistance coating,['Metals and Metallic Materials'],"A simple surface treatment process is provided which offers a high performance surface for a variety of applications at low cost. This novel surface treatment, which is particularly useful for Ti-6Al-4V alloys, is achieved by forming oxides on the surface with a two-step chemical process and without mechanical abrasion. First, after solvent degreasing, sulfuric acid is used to generate a fresh titanium surface. Next, an alkaline perborate solution is used to form an oxide on the surface. This acid-followed-by-base treatment is cost effective and relatively safe to use in commercial applications. In addition, it is chromium-free, and has been successfully used with a sol-gel coating to afford a strong adhesive bond that exhibits excellent durability after the bonded specimens have been subjected to a harsh 72 hour water boil immersion. Phenylethynyl containing adhesives were used to evaluate this surface treatment with a novel coupling agent containing both trialkoxysilane and phenylethynyl groups. 8 Claims, 16 Drawing Sheets"
Corrosion-protective coatings from electrically conducting polymers,75.33084,abrasion resistance coating,['NONMETALLIC MATERIALS'],"In a joint effort between NASA Kennedy and LANL, electrically conductive polymer coatings were developed as corrosion protective coatings for metal surfaces. At NASA Kennedy, the launch environment consist of marine, severe solar, and intermittent high acid and/or elevated temperature conditions. Electrically conductive polymer coatings were developed which impart corrosion resistance to mild steel when exposed to saline and acidic environments. Such coatings also seem to promote corrosion resistance in areas of mild steel where scratches exist in the protective coating. Such coatings appear promising for many commercial applications."
Rocketdyne's advanced coal slurry pumping program,75.22323,abrasion resistance coating,['MECHANICAL ENGINEERING'],"The Rocketdyne Division of Rockwell International Corporation is conducting a program for the engineering, fabrication, and testing of an experimental/prototype high-capacity, high-pressure centrifugal slurry feed pump for coal liquefaction purposes. The abrasion problems in a centrifugal slurry pump are primarily due to the manner in which the hard, solid particles contained in the slurry are transported through the hydraulic flow passages within the pump. The abrasive particles can create scraping, grinding, cutting, and sandblasting effects on the various exposed parts of the pump. These critical areas involving abrasion and impact erosion wear problems in a centrifugal pump are being addressed by Rocketdyne. The mechanisms of abrasion and erosion are being studied through hydrodynamic analysis, materials evaluation, and advanced design concepts."
Preventing Cracking of Anodized Coatings,74.70455,abrasion resistance coating,['ENGINEERING (GENERAL)'],"Anodized coatings have been used as optical and thermal surfaces in spacecraft. Particulate contamination from cracked coatings is a concern for many applications. The major cause for the cracking is the difference in the coefficient of thermal expansion between the oxide coatings and the aluminum substrate. The loss of water when the coating is exposed to a vacuum also could induce cracking of the coating. Hot-water sealing was identified as the major cause for the cracking of the coatings because of the large temperature change when the parts were immersed in boiling water and the water was absorbed in the coating. when the hot-water sealing process was eliminated, the cracking resistance of the anodized coatings was greatly improved. Also, it was found that dyed black coatings were more susceptible than clear coatings to cracking during thermo-vacuum cyclings."
"High temperature protective coatings for refractory metals  Yearly summary report, 21 Oct. 1964 - 21 Oct. 1965",74.618805,abrasion resistance coating,"['MATERIALS, METALLIC']",Performance characteristics of iridium used as high temperature oxidation protective coating for refractory metals
A Novel Surface Treatment for Titanium Alloys,74.15488,abrasion resistance coating,['Metals and Metallic Materials'],"High-speed commercial aircraft require a surface treatment for titanium (Ti) alloy that is both environmentally safe and durable under the conditions of supersonic flight. A number of pretreatment procedures for Ti alloy requiring multi-stages have been developed to produce a stable surface. Among the stages are, degreasing, mechanical abrasion, chemical etching, and electrochemical anodizing. These treatments exhibit significant variations in their long-term stability, and the benefits of each step in these processes still remain unclear. In addition, chromium compounds are often used in many chemical treatments and these materials are detrimental to the environment. Recently, a chromium-free surface treatment for Ti alloy has been reported, though not designed for high temperature applications. In the present study, a simple surface treatment process developed at NASA/LaRC is reported, offering a high performance surface for a variety of applications. This novel surface treatment for Ti alloy is conventionally achieved by forming oxides on the surface with a two-step chemical process without mechanical abrasion. This acid-followed-by-base treatment was designed to be cost effective and relatively safe to use in a commercial application. In addition, it is chromium-free, and has been successfully used with a sol-gel coating to afford a strong adhesive bond after exposure to hot-wet environments. Phenylethynyl containing adhesives were used to evaluate this surface treatment with sol-gel solutions made of novel imide silanes developed at NASA/LaRC. Oxide layers developed by this process were controlled by immersion time and temperature and solution concentration. The morphology and chemical composition of the oxide layers were investigated using scanning electron microscopy (SEM), X-ray photoelectron spectroscopy (XPS), and Auger electron spectroscopy (AES). Bond strengths made with this new treatment were evaluated using single lap shear tests."
"Nano powders, components and coatings by plasma technique",67.590614,1700 Celcius ceramic coating,['Chemistry and Materials (General)'],"Ultra fine and nanometer powders and a method of producing same are provided, preferably refractory metal and ceramic nanopowders. When certain precursors are injected into the plasma flame in a reactor chamber, the materials are heated, melted and vaporized and the chemical reaction is induced in the vapor phase. The vapor phase is quenched rapidly to solid phase to yield the ultra pure, ultra fine and nano product. With this technique, powders have been made 20 nanometers in size in a system capable of a bulk production rate of more than 10 lbs/hr. The process is particularly applicable to tungsten, molybdenum, rhenium, tungsten carbide, molybdenum carbide and other related materials."
Single shaft automotive gas turbine engine characterization test,36.238747,1700 Celcius ceramic coating,['URBAN TECHNOLOGY AND TRANSPORTATION'],"An automotive gas turbine incorporating a single stage centrifugal compressor and a single stage radial inflow turbine is described. Among the engine's features is the use of wide range variable geometry at the inlet guide vanes, the compressor diffuser vanes, and the turbine inlet vanes to achieve improved part load fuel economy. The engine was tested to determine its performance in both the variable geometry and equivalent fixed geometry modes. Testing was conducted without the originally designed recuperator. Test results were compared with the predicted performance of the nonrecuperative engine based on existing component rig test maps. Agreement between test results and the computer model was achieved."
"NASA Tech Briefs, December 1988",33.608467,1700 Celcius ceramic coating,['Man/System Technology and Life Support'],"This month's technical section includes forecasts for 1989 and beyond by NASA experts in the following fields: Integrated Circuits; Communications; Computational Fluid Dynamics; Ceramics; Image Processing; Sensors; Dynamic Power; Superconductivity; Artificial Intelligence; and Flow Cytometry. The quotes provide a brief overview of emerging trends, and describe inventions and innovations being developed by NASA, other government agencies, and private industry that could make a significant impact in coming years. A second bonus feature in this month's issue is the expanded subject index that begins on page 98. The index contains cross-referenced listings for all technical briefs appearing in NASA Tech Briefs during 1988."
The 1997 NASA Aerospace Battery Workshop,23.637672,1700 Celcius ceramic coating,['Energy Production and Conversion'],"This document contains the proceedings of the 30th annual NASA Aerospace Battery Workshop, hosted by the Marshall Space Flight Center on November 18-20, 1997. The workshop was attended by scientists and engineers from various agencies of the U.S. Government, aerospace contractors, and battery manufacturers, as well as international participation in like kind from a number of countries around the world. The subjects covered included nickel-cadmium, nickel-hydrogen, nickel-metal hydride, lithium, lithium-ion, and silver-zinc technologies, as well as various aspects of nickel electrode design."
NASA Space Engineering Research Center for utilization of local planetary resources,17.987518,1700 Celcius ceramic coating,['LUNAR AND PLANETARY EXPLORATION'],"Reports covering the period from 1 Nov. 1991 to 31 Oct. 1992 and documenting progress at the NASA Space Engineering Research Center are included. Topics covered include: (1) processing of propellants, volatiles, and metals; (2) production of structural and refractory materials; (3) system optimization discovery and characterization; (4) system automation and optimization; and (5) database development."
"Hypersonic research facilities study. Volume 4, part 2:  Ground research facilities. Phase 3:  Final studies",5.869274,1700 Celcius ceramic coating,"['FACILITIES, RESEARCH, AND SUPPORT']",Analysis of ground research facilities for hypersonic aircraft
Encapsulation materials research,96.977196,high temperature self priming ceramic coating,['ENERGY PRODUCTION AND CONVERSION'],"Encapsulation materials for solar cells were investigated. The different phases consisted of: (1) identification and development of low cost module encapsulation materials; (2) materials reliability examination; and (3) process sensitivity and process development. It is found that outdoor photothermal aging devices (OPT) are the best accelerated aging methods, simulate worst case field conditions, evaluate formulation and module performance and have a possibility for life assessment. Outdoor metallic copper exposure should be avoided, self priming formulations have good storage stability, stabilizers enhance performance, and soil resistance treatment is still effective."
"High temperature antenna development for space shuttle, volume 1",94.64007,high temperature self priming ceramic coating,['SPACE VEHICLES'],"Design concepts for high temperature flush mounted Space Shuttle Orbiter antenna systems are discussed. The design concepts include antenna systems for VHF, L-band, S-band, C-band and Ku-band frequencies. The S-band antenna system design was completed and test hardware fabricated. It was then subjected to electrical and thermal testing to establish design requirements and determine reuse capabilities. The thermal tests consisted of applying ten high temperature cycles simulating the Orbiter entry heating environment in an arc tunnel plasma facility and observing the temperature distributions. Radiation pattern and impedance measurements before and after high temperature exposure were used to evaluated the antenna systems performance. Alternate window design concepts are considered. Layout drawings, supported by thermal and strength analyses, are given for each of the antenna system designs. The results of the electrical and thermal testing of the S-band antenna system are given."
High Voltage Power Supply Design Guide for Space,83.9307,high temperature self priming ceramic coating,['Electronics and Electrical Engineering'],"This book is written for newcomers to the topic of high voltage (HV) in space and is intended to replace an earlier (1970s) out-of-print document. It discusses the designs, problems, and their solutions for HV, mostly direct current, electric power, or bias supplies that are needed for space scientific instruments and devices, including stepping supplies. Output voltages up to 30kV are considered, but only very low output currents, on the order of microamperes. The book gives a brief review of the basic physics of electrical insulation and breakdown problems, especially in gases. It recites details about embedment and coating of the supplies with polymeric resins. Suggestions on HV circuit parts follow. Corona or partial discharge testing on the HV parts and assemblies is discussed both under AC and DC impressed test voltages. Electric field analysis by computer on an HV device is included in considerable detail. Finally, there are many examples given of HV power supplies, complete with some of the circuit diagrams and color photographs of the layouts."
"Heat, Moisture and Chemical Resistant Polyimide Compositions and Methods for Making and Using Them",83.12405,high temperature self priming ceramic coating,['Chemistry and Materials (General)'],"Polyimides having a desired combination of high thermo-oxidative stability, low moisture absorption and excellent chemical and corrosion resistance are prepared by reacting a mixture of compounds including (a) 3,3',4,4'- benzophenonetetracarboxylic dianhydride (BTDA), (b) 3,4'- oxydianiline (3,4'-ODA), and (c) 5-norbornene-2,3- dicarboxylic anhydride (NA) in a high boiling, aprotic solvent to give 5 to 35% by weight of polyamic acid solution. The ratio of (a), (b), and (c) is selected to afford a family of polyimides having different molecular weights and properties. The mixture first forms a polyamic acid precursor. Upon heating at or above 300 C, the polyamic acids form polyimides, which are particularly suitable for use as a high temperature coating, adhesive, thin film, or composite matrix resin."
Assessment of Thermal Control and Protective Coatings,77.97253,high temperature self priming ceramic coating,['Nonmetallic Materials'],"This final report is concerned with the tasks performed during the contract period which included spacecraft coating development, testing, and applications. Five marker coatings consisting of a bright yellow handrail coating, protective overcoat for ceramic coatings, and specialized primers for composites (or polymer) surfaces were developed and commercialized by AZ Technology during this program. Most of the coatings have passed space environmental stability requirements via ground tests and/or flight verification. Marker coatings and protective overcoats were successfully flown on the Passive Optical Sample Assembly (POSA) and the Optical Properties Monitor (OPM) experiments flown on the Russian space station MIR. To date, most of the coatings developed and/or modified during this program have been utilized on the International Space Station and other spacecraft. For ISS, AZ Technology manufactured the 'UNITY' emblem now being flown on the NASA UNITY node (Node 1) that is docked to the Russian Zarya (FGB) utilizing the colored marker coatings (white, blue, red) developed by AZ Technology. The UNITY emblem included the US American flag, the Unity logo, and NASA logo on a white background, applied to a Beta cloth substrate."
"NASA Tech Briefs, June 2014",74.3185,high temperature self priming ceramic coating,"['Mathematical and Computer Sciences (General)', 'Chemistry and Materials (General)', 'Engineering (General)']","Topics include: Real-Time Minimization of Tracking Error for Aircraft Systems; Detecting an Extreme Minority Class in Hyperspectral Data Using Machine Learning; KSC Spaceport Weather Data Archive; Visualizing Acquisition, Processing, and Network Statistics Through Database Queries; Simulating Data Flow via Multiple Secure Connections; Systems and Services for Near-Real-Time Web Access to NPP Data; CCSDS Telemetry Decoder VHDL Core; Thermal Response of a High-Power Switch to Short Pulses; Solar Panel and System Design to Reduce Heating and Optimize Corridors for Lower-Risk Planetary Aerobraking; Low-Cost, Very Large Diamond-Turned Metal Mirror; Very-High-Load-Capacity Air Bearing Spindle for Large Diamond Turning Machines; Elevated-Temperature, Highly Emissive Coating for Energy Dissipation of Large Surfaces; Catalyst for Treatment and Control of Post-Combustion Emissions; Thermally Activated Crack Healing Mechanism for Metallic Materials; Subsurface Imaging of Nanocomposites; Self-Healing Glass Sealants for Solid Oxide Fuel Cells and Electrolyzer Cells; Micromachined Thermopile Arrays with Novel Thermo - electric Materials; Low-Cost, High-Performance MMOD Shielding; Head-Mounted Display Latency Measurement Rig; Workspace-Safe Operation of a Force- or Impedance-Controlled Robot; Cryogenic Mixing Pump with No Moving Parts; Seal Design Feature for Redundancy Verification; Dexterous Humanoid Robot; Tethered Vehicle Control and Tracking System; Lunar Organic Waste Reformer; Digital Laser Frequency Stabilization via Cavity Locking Employing Low-Frequency Direct Modulation; Deep UV Discharge Lamps in Capillary Quartz Tubes with Light Output Coupled to an Optical Fiber; Speech Acquisition and Automatic Speech Recognition for Integrated Spacesuit Audio Systems, Version II; Advanced Sensor Technology for Algal Biotechnology; High-Speed Spectral Mapper; ""Ascent - Commemorating Shuttle"" - A NASA Film and Multimedia Project DVD; High-Pressure, Reduced-Kinetics Mechanism for N-Hexadecane Oxidation; Method of Error Floor Mitigation in Low-Density Parity-Check Codes; X-Ray Flaw Size Parameter for POD Studies; Large Eddy Simulation Composition Equations for Two-Phase Fully Multicomponent Turbulent Flows; Scheduling Targeted and Mapping Observations with State, Resource, and Timing Constraints; "
"Development of organic non-flammable spacecraft potting, encapsulating and conformal coating compounds",69.96714,high temperature self priming ceramic coating,"['MATERIALS, NONMETALLIC']","The overall program objective was to develop a flexible compound which not only functioned in a manned aerospace environment as an effective electrical insulation, but whose flammability characteristics in 16.5 psia, 60% oxygen/40% nitrogen were evidenced by rapid self-extinguishment and minimal thermal (pyrolysis) degradation. The following polymeric matrices were examined in depth: fluoroelastomers, modified fluoroelastomers, silicone RTV's, and modified silicone and fluorosilicone RTV's. Almost none of these systems burned in air, but all burned in 6.2 psia oxygen. Inorganic, organic, and inorganic/organic additives were evaluated in conjunction with these polymers in order to achieve the required survival in the 16.5 psia 60/40 environment. Depending upon formulations, it was possible to achieve nonflammable products when tested in the 1/4 in. x 1/4 in. x 1 in. configuration, even up to and including 16.5 psia oxygen. However, in order to assure this level of flame resistance, it was found necessary to heavily load the matrix with the additives. This resulted in a significant reduction in mechanical properties and large increases in viscosities. Optimization of formulations to obtain a suitable balance between these properties and flammability resistance led to the final selection of Formulation 387 as the primary system."
Spacecraft high-voltage power supply construction,67.503975,high temperature self priming ceramic coating,['ELECTRONICS AND ELECTRICAL ENGINEERING'],"The design techniques, circuit components, fabrication techniques, and past experience used in successful high-voltage power supplies for spacecraft flight systems are described. A discussion of the basic physics of electrical discharges in gases is included and a design rationale for the prevention of electrical discharges is provided. Also included are typical examples of proven spacecraft high-voltage power supplies with typical specifications for design, fabrication, and testing."
Adiabatic diesel engine component development: Reference engine for on-highway applications,67.44875,high temperature self priming ceramic coating,['URBAN TECHNOLOGY AND TRANSPORTATION'],"The main objectives were to select an advanced low heat rejection diesel reference engine (ADRE) and to carry out systems analysis and design. The ADRE concept selection consisted of: (1) rated point performance optimization; (2) study of various exhaust energy recovery scenarios; (3) components, systems and engine configuration studies; and (4) life cycle cost estimates of the ADRE economic worth. The resulting ADRE design proposed a reciprocator with many advanced features for the 1995 technology demonstration time frame. These included ceramic air gap insulated hot section structural components, high temperature tribology treatments, nonmechanical (camless) valve actuation systems, and elimination of the cylinder head gasket. ADRE system analysis and design resulted in more definition of the engine systems. These systems include: (1) electro-hydraulic valve actuation, (2) electronic common rail injection system; (3) engine electronic control; (4) power transfer for accessory drives and exhaust energy recovery systems; and (5) truck installation. Tribology and performance assessments were also carried out. Finite element and probability of survival analyses were undertaken for the ceramic low heat rejection component."
Metallized coatings for corrosion control of Naval ship structures and components,59.158012,high temperature self priming ceramic coating,['NONMETALLIC MATERIALS'],"In attempting to improve corrosion control, the U.S. Navy has undertaken a program of coating corrosion-susceptible shipboard components with thermally sprayed aluminum. In this report the program is reviewed in depth, including examination of processes, process controls, the nature and properties of the coatings, nondestructive examination, and possible hazards to personnel. The performance of alternative metallic coating materials is also discussed. It is concluded that thermally sprayed aluminum can provide effective long-term protection against corrosion, thereby obviating the need for chipping of rust and repainting by ship personnel. Such coatings are providing excellent protection to below-deck components such as steam valves, but improvements are needed to realize the full potential of coatings for above-deck service. Several recommendations are made regarding processes, materials, and research and development aimed at upgrading further the performance of these coatings."
"Handbook of optical properties for thermal control surfaces, volume III  Final report",54.394386,high temperature self priming ceramic coating,['THERMODYNAMICS AND COMBUSTION'],Handbook of thermal design data and information on thermophysical properties of high performance insulation materials for spacecraft thermal control surfaces
Current Technology for Thermal Protection Systems,53.349987,high temperature self priming ceramic coating,"['SPACECRAFT DESIGN, TESTING AND PERFORMANCE']","Interest in thermal protection systems for high-speed vehicles is increasing because of the stringent requirements of such new projects as the Space Exploration Initiative, the National Aero-Space Plane, and the High-Speed Civil Transport, as well as the needs for improved capabilities in existing thermal protection systems in the Space Shuttle and in turbojet engines. This selection of 13 papers from NASA and industry summarizes the history and operational experience of thermal protection systems utilized in the national space program to date, and also covers recent development efforts in thermal insulation, refractory materials and coatings, actively cooled structures, and two-phase thermal control systems."
"Solar hot water system installed at Anderson, South Carolina",47.729637,high temperature self priming ceramic coating,['ENERGY PRODUCTION AND CONVERSION'],"A description is given of the solar energy hot water system installed in the Days Inns of America, Inc., at Anderson, South Carolina. The building is a low-rise, two-story 114-room motel. The solar system was designed to provide 40 percent of the total hot water demand. The collector is a flat plate, liquid with an area of 750 square feet. Operation of this system was begun in November 1977, and has performed flawlessly for one year."
"NASA Tech Briefs, October 2011",47.309204,high temperature self priming ceramic coating,['Technology Utilization and Surface Transportation'],"Topics covered include: Laser Truss Sensor for Segmented Telescope Phasing; Qualifications of Bonding Process of Temperature Sensors to Deep-Space Missions; Optical Sensors for Monitoring Gamma and Neutron Radiation; Compliant Tactile Sensors; Cytometer on a Chip; Measuring Input Thresholds on an Existing Board; Scanning and Defocusing Properties of Microstrip Reflectarray Antennas; Cable Tester Box; Programmable Oscillator; Fault-Tolerant, Radiation-Hard DSP; Sub-Shot Noise Power Source for Microelectronics; Asynchronous Message Service Reference Implementation; Zero-Copy Objects System; Delay and Disruption Tolerant Networking MACHETE Model; Contact Graph Routing; Parallel Eclipse Project Checkout; Technique for Configuring an Actively Cooled Thermal Shield in a Flight System; Use of Additives to Improve Performance of Methyl Butyrate-Based Lithium-Ion Electrolytes; Li-Ion Cells Employing Electrolytes with Methyl Propionate and Ethyl Butyrate Co-Solvents; Improved Devices for Collecting Sweat for Chemical Analysis; Tissue Photolithography; Method for Impeding Degradation of Porous Silicon Structures; External Cooling Coupled to Reduced Extremity Pressure Device; A Zero-Gravity Cup for Drinking Beverages in Microgravity; Co-Flow Hollow Cathode Technology; Programmable Aperture with MEMS Microshutter Arrays; Polished Panel Optical Receiver for Simultaneous RF/Optical Telemetry with Large DSN Antennas; Adaptive System Modeling for Spacecraft Simulation; Lidar-Based Navigation Algorithm for Safe Lunar Landing; Tracking Object Existence From an Autonomous Patrol Vehicle; Rad-Hard, Miniaturized, Scalable, High-Voltage Switching Module for Power Applications; and Architecture for a 1-GHz Digital RADAR."
The design and application of an infrared simulator for thermal vacuum testing,46.929142,high temperature self priming ceramic coating,"['FACILITIES, RESEARCH, AND SUPPORT']","An infrared simulator was developed and installed in SIM Chamber A in support of the Apollo lunar-exploration mission thermal vacuum testing. The simulator was designed to provide thermal simulation of the radiation emitted and reflected by the lunar surface incident on the Apollo service module in a 60-mile-altitude lunar orbit. The infrared simulator comprises 18 individually controlled zones that provide the irradiance profiles over a 180 deg arc around the spacecraft, simulating the flux levels of equatorial, polar, and 45 deg lunar orbits."
Transmitter experiment package for the communications technology satellite,45.800636,high temperature self priming ceramic coating,['COMMUNICATIONS AND RADAR'],"The operating requirements, system design characteristics, high voltage packaging considerations, nonstandard components development, and test results for the transmitter experiment package (TEP) are described. The TEP is used for broadcasting power transmission from the Communications Technology Satellite. The TEP consists of a 12 GHz, 200-watt output stage tube (OST), a high voltage processing system that converts the unregulated spacecraft solar array power to the regulated voltages required for OST operation, and a variable conductance heat pipe system that is used to cool the OST body."
Graphite/Polyimide Composites,45.60105,high temperature self priming ceramic coating,['COMPOSITE MATERIALS'],"Technology developed under the Composites for Advanced Space Transportation System Project is reported. Specific topics covered include fabrication, adhesives, test methods, structural integrity, design and analysis, advanced technology developments, high temperature polymer research, and the state of the art of graphite/polyimide composites."
Mobile tile glazing high density radiant heating system Model 1023/8.  Preliminary manual and instruction manual,44.237953,high temperature self priming ceramic coating,['FLUID MECHANICS AND HEAT TRANSFER'],"Technology developed under the Composites for Advanced Space Transportation System Project is reported. Specific topics covered include fabrication, adhesives, test methods, structural integrity, design and analysis, advanced technology developments, high temperature polymer research, and the state of the art of graphite/polyimide composites."
Heavy hydrocarbon main injector technology program,43.91216,high temperature self priming ceramic coating,['SPACECRAFT PROPULSION AND POWER'],"The Heavy Hydrocarbon Main Injector Program was an analytical, design, and test program to demonstrate an injection concept applicable to an Isolated Combustion Compartment of a full-scale, high pressure, LOX/RP-1 engine. Several injector patterns were tested in a 3.4-in. combustor. Based on these results, features of the most promising injector design were incorporated into a 5.7-in. injector which was then hot-fire tested. In turn, a preliminary design of a 5-compartment 2D combustor was based on this pattern. Also the additional subscale injector testing and analysis was performed with an emphasis on improving analytical techniques and acoustic cavity design methodology. Several of the existing 3.5-in. diameter injectors were hot-fire tested with and without acoustic cavities for spontaneous and dynamic stability characteristics."
Proceedings of the 26th Project Integration Meeting,43.250187,high temperature self priming ceramic coating,['ENERGY PRODUCTION AND CONVERSION'],"Progress made by the Flat-plate Solar Array (FSA) Project is described for the period July 1985 to April 1986. Included are reports on silicon sheet growth and characterization, silicon material, process development, high-efficienty cells, environmental isolation, engineering sciences, and reliability physics. Also included are technical and plenary presentations made at the 26th Project Integration Meeting (PIM) held on April 29 to 30 and May 1, 1986."
Steam bottoming cycle for an adiabatic diesel engine,40.374893,high temperature self priming ceramic coating,['URBAN TECHNOLOGY AND TRANSPORTATION'],"Steam bottoming cycles using adiabatic diesel engine exhaust heat which projected substantial performance and economic benefits for long haul trucks were studied. Steam cycle and system component variables, system cost, size and performance were analyzed. An 811 K/6.90 MPa state of the art reciprocating expander steam system with a monotube boiler and radiator core condenser was selected for preliminary design. The costs of the diesel with bottoming system (TC/B) and a NASA specified turbocompound adiabatic diesel with aftercooling with the same total output were compared, the annual fuel savings less the added maintenance cost was determined to cover the increase initial cost of the TC/B system in a payback period of 2.3 years. Steam bottoming system freeze protection strategies were developed, technological advances required for improved system reliability are considered and the cost and performance of advanced systes are evaluated."
Handbook of recommended practices for the determination of liquid monopropellant rocket engine performance,39.664833,high temperature self priming ceramic coating,['SPACECRAFT PROPULSION AND POWER'],"The design, installation, and operation of systems to be used for directly measuring quantities of fundamental importance to the determination of monopropellant thruster performance is described. Areas covered include: (1) force and impulse measurement; (2) propellant mass usage and flow measurement; (3) pressure measurement; (4) temperature measurement; (5) exhaust gas composition measurement; and (6) data reduction and performance determination."
"High Energy Astronomy Observatory, Mission C, Phase A.  Volume 3:  Appendices",39.654358,high temperature self priming ceramic coating,"['FACILITIES, RESEARCH, AND SUPPORT']","Technical data, and experiment and spacecraft alternatives are presented in support of the HEAO-C, whose primary objective is a detailed study of the more interesting high energy sources, using grazing incidence X-ray telescopes and a spacecraft pointing accuracy of + or - 1 arc minute. The analyses presented cover the mission analysis and launch vehicle; thermal control trade studies and supporting analyses; attitude sensing and control analyses; electrical systems; and reliability analysis. The alternate experiments which were considered are listed, and the advantages and disadvantages of several alternate observatory configurations are assessed."
Fluorinated Alkyl Ether Epoxy Resin Compositions and Applications Thereof,39.56845,high temperature self priming ceramic coating,['Composite Materials'],"Epoxy resin compositions prepared using amino terminated fluoro alkyl ethers. The epoxy resin compositions exhibit low surface adhesion properties making them useful as coatings, paints, moldings, adhesives, and fiber reinforced composites."
"Investigation of test methods, material properties, and processes for solar cell encapsulants",39.31669,high temperature self priming ceramic coating,['ENERGY PRODUCTION AND CONVERSION'],"A study of potentially useful low cost encapsulation materials for the Flat-Plate Solar Array project is discussed. The goal is to identify, evaluate, test and recommend encapsulant materials and processes for the production of cost-effective, long life solar cell modules. Technical investigations included studies of aging and degradation of candidate encapsulation materials, continued identification of primers for durable bonding of module interfaces, continued evaluation of soil resistant treatments for the sunlit surface of the module and testing of corrosion protective coatings for use low cost mild steel substrates."
Shuttle/ISS EMU Failure History and the Impact on Advanced EMU Portable Life Support System (PLSS) Design,38.87236,high temperature self priming ceramic coating,"['Man/System Technology and Life Support', 'Space Transportation and Safety']","As the Shuttle/ISS EMU Program exceeds 35 years in duration and is still supporting the needs of the International Space Station (ISS), a critical benefit of such a long running program with thorough documentation of system and component failures is the ability to study and learn from those failures when considering the design of the next generation space suit. Study of the subject failure history leads to changes in the Advanced EMU Portable Life Support System (PLSS) schematic, selected component technologies, as well as the planned manner of ground testing. This paper reviews the Shuttle/ISS EMU failure history and discusses the implications to the AEMU PLSS."
Development of tailorable advanced blanket insulation for advanced space transportation systems,38.577232,high temperature self priming ceramic coating,['NONMETALLIC MATERIALS'],"Two items of Tailorable Advanced Blanket Insulation (TABI) for Advanced Space Transportation Systems were produced. The first consisted of flat panels made from integrally woven, 3-D fluted core having parallel fabric faces and connecting ribs of Nicalon silicon carbide yarns. The triangular cross section of the flutes were filled with mandrels of processed Q-Fiber Felt. Forty panels were prepared with only minimal problems, mostly resulting from the unavailability of insulation with the proper density. Rigidizing the fluted fabric prior to inserting the insulation reduced the production time. The procedures for producing the fabric, insulation mandrels, and TABI panels are described. The second item was an effort to determine the feasibility of producing contoured TABI shapes from gores cut from flat, insulated fluted core panels. Two gores of integrally woven fluted core and single ply fabric (ICAS) were insulated and joined into a large spherical shape employing a tadpole insulator at the mating edges. The fluted core segment of each ICAS consisted of an Astroquartz face fabric and Nicalon face and rib fabrics, while the single ply fabric segment was Nicalon. Further development will be required. The success of fabricating this assembly indicates that this concept may be feasible for certain types of space insulation requirements. The procedures developed for weaving the ICAS, joining the gores, and coating certain areas of the fabrics are presented."
Cryogenic adhesives and sealants:  Abstracted publications,38.469467,high temperature self priming ceramic coating,['NONMETALLIC MATERIALS'],"Abstracts of primary documents containing original experimental data on the properties of adhesives and sealants at cryogenic temperatures are presented. The most important references mentioned in each document are cited. In addition, a brief annotation is given for documents considered secondary in nature, such as republications or variations of original reports, progress reports leading to final reports included as primary documents, and experimental data on adhesive properties at temperatures between about 130 K and room temperature."
Thermal protection system flight repair kit,38.316216,high temperature self priming ceramic coating,['SPACE TRANSPORTATION'],"A thermal protection system (TPS) flight repair kit required for use on a flight of the Space Transportation System is defined. A means of making TPS repairs in orbit by the crew via extravehicular activity is discussed. A cure in place ablator, a precured ablator (large area application), and packaging design (containers for mixing and dispensing) for the TPS are investigated."
Chemical Processing Manual,38.277767,high temperature self priming ceramic coating,['CHEMISTRY'],"Chemical processes presented in this document include cleaning, pickling, surface finishes, chemical milling, plating, dry film lubricants, and polishing. All types of chemical processes applicable to aluminum, for example, are to be found in the aluminum alloy section. There is a separate section for each category of metallic alloy plus a section for non-metals, such as plastics. The refractories, super-alloys and titanium, are prime candidates for the space shuttle, therefore, the chemical processes applicable to these alloys are contained in individual sections of this manual."
Research and Technology 2004,38.021763,high temperature self priming ceramic coating,['Engineering (General)'],"This report selectively summarizes NASA Glenn Research Center's research and technology accomplishments for fiscal year 2004. It comprises 133 short articles submitted by the staff scientists and engineers. The report is organized into three major sections: Programs and Projects, Research and Technology, and Engineering and Technical Services. A table of contents and an author index have been developed to assist readers in finding articles of special interest. This report is not intended to be a comprehensive summary of all the research and technology work done over the past fiscal year. Most of the work is reported in Glenn-published technical reports, journal articles, and presentations prepared by Glenn staff and contractors. In addition, university grants have enabled faculty members and graduate students to engage in sponsored research that is reported at technical meetings or in journal articles. For each article in this report, a Glenn contact person has been identified, and where possible, a reference document is listed so that additional information can be easily obtained. The diversity of topics attests to the breadth of research and technology being pursued and to the skill mix of the staff that makes it possible. For more information, visit Glenn's Web site at http://www.nasa.gov/glenn/. This document is available online (http://www.grc.nasa.gov/WWW/RT/). For publicly available reports, visit the Glenn Technical Report Server (http://gltrs.grc.nasa.gov)."
